ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
ec00630__PK__KEGG	Glyoxylate and dicarboxylate metabolism	39	15	Tb927.1.3950,Tb927.10.14000,Tb927.10.15410,Tb927.10.2550,Tb927.10.2560,Tb927.10.7410,Tb927.11.5050,Tb927.11.9980,Tb927.3.2230,Tb927.3.4500,Tb927.5.2080,Tb927.8.2520,Tb927.8.2540,Tb927.8.7100,Tb927.9.5590,	38.5	1.59	1.99	0.0322311051263	0.622468803384	1.0
ec00280__PK__KEGG	Valine, leucine and isoleucine degradation	39	15	Tb927.10.10390,Tb927.10.12260,Tb927.11.1540,Tb927.11.16480,Tb927.11.2690,Tb927.2.4130,Tb927.4.5040,Tb927.6.2010,Tb927.6.3050,Tb927.6.4210,Tb927.8.2540,Tb927.8.6110,Tb927.8.7100,Tb927.9.11330,Tb927.9.5590,	38.5	1.59	1.99	0.0322311051263	0.622468803384	1.0
GLUDEG-II-PWY__PK__MetaCyc	L-glutamate degradation VII (to butanoate)	6	4	Tb927.11.16480,Tb927.2.4130,Tb927.8.2540,Tb927.9.11330,	66.7	2.75	6.31	0.033432286428	0.622468803384	1.0
PWY-5840__PK__MetaCyc	superpathway of menaquinol-7 biosynthesis	6	4	Tb927.10.13110,Tb927.11.10510,Tb927.9.14200,Tb927.9.5890,	66.7	2.75	6.31	0.033432286428	0.622468803384	1.0
PWY-5845__PK__MetaCyc	superpathway of menaquinol-9 biosynthesis	6	4	Tb927.10.13110,Tb927.11.10510,Tb927.9.14200,Tb927.9.5890,	66.7	2.75	6.31	0.033432286428	0.622468803384	1.0
PWY-5896__PK__MetaCyc	superpathway of menaquinol-10 biosynthesis	6	4	Tb927.10.13110,Tb927.11.10510,Tb927.9.14200,Tb927.9.5890,	66.7	2.75	6.31	0.033432286428	0.622468803384	1.0
PWY-5838__PK__MetaCyc	superpathway of menaquinol-8 biosynthesis I	6	4	Tb927.10.13110,Tb927.11.10510,Tb927.9.14200,Tb927.9.5890,	66.7	2.75	6.31	0.033432286428	0.622468803384	1.0
PWY-7288__PK__MetaCyc	fatty acid &beta;-oxidation (peroxisome, yeast)	6	4	Tb927.2.5020,Tb927.6.2010,Tb927.8.1440,Tb927.8.2540,	66.7	2.75	6.31	0.033432286428	0.622468803384	1.0
ec00903__PK__KEGG	Limonene and pinene degradation	46	17	Tb927.10.5670,Tb927.10.7740,Tb927.11.12480,Tb927.11.16480,Tb927.11.4700,Tb927.2.4130,Tb927.3.1840,Tb927.3.3900,Tb927.3.690,Tb927.5.3700,Tb927.6.2010,Tb927.6.2200,Tb927.6.3050,Tb927.6.4210,Tb927.8.1440,Tb927.8.2520,Tb927.9.7700,	37.0	1.52	1.87	0.0347523874159	0.622468803384	1.0
ec00260__PK__KEGG	Glycine, serine and threonine metabolism	43	16	Tb927.1.3950,Tb927.10.10390,Tb927.10.10880,Tb927.10.12260,Tb927.11.11490,Tb927.11.4700,Tb927.4.5040,Tb927.6.2790,Tb927.6.3050,Tb927.7.1910,Tb927.7.3760,Tb927.7.4380,Tb927.7.4390,Tb927.9.12320,Tb927.9.5590,Tb927.9.9840,	37.2	1.54	1.89	0.0375342448382	0.622468803384	1.0
PWY-6146__PK__MetaCyc	<i>Methanobacterium thermoautotrophicum</i> biosynthetic metabolism	64	22	Tb927.1.3950,Tb927.10.11970,Tb927.10.15410,Tb927.10.2550,Tb927.10.2560,Tb927.10.7410,Tb927.11.11490,Tb927.11.5050,Tb927.11.5090,Tb927.11.6280,Tb927.11.9360,Tb927.3.2230,Tb927.3.4500,Tb927.4.4070,Tb927.5.2080,Tb927.8.2540,Tb927.8.6110,Tb927.8.6580,Tb927.8.7120,Tb927.9.11110,Tb927.9.5590,Tb927.9.5890,	34.4	1.42	1.68	0.0406336703739	0.622468803384	1.0
PWY-735__PK__MetaCyc	jasmonic acid biosynthesis	9	5	Tb927.11.16480,Tb927.2.4130,Tb927.2.5020,Tb927.6.2010,Tb927.8.2540,	55.6	2.29	3.95	0.0427460509221	0.622468803384	1.0
THRESYN-PWY__PK__MetaCyc	superpathway of L-threonine biosynthesis	9	5	Tb927.1.3950,Tb927.10.11970,Tb927.11.5090,Tb927.7.4380,Tb927.7.4390,	55.6	2.29	3.95	0.0427460509221	0.622468803384	1.0
PWY-6313__PK__MetaCyc	serotonin degradation	9	5	Tb927.10.13630,Tb927.11.4700,Tb927.3.1210,Tb927.6.3050,Tb927.6.4210,	55.6	2.29	3.95	0.0427460509221	0.622468803384	1.0
PWY-7654__PK__MetaCyc	(8<i>E</i>,10<i>E</i>)-dodeca-8,10-dienol biosynthesis	9	5	Tb927.11.16480,Tb927.2.3080,Tb927.2.4130,Tb927.6.3050,Tb927.8.2540,	55.6	2.29	3.95	0.0427460509221	0.622468803384	1.0
PWY-5136__PK__MetaCyc	fatty acid &beta;-oxidation II (peroxisome)	9	5	Tb927.11.16480,Tb927.2.4130,Tb927.2.5020,Tb927.6.2010,Tb927.8.2540,	55.6	2.29	3.95	0.0427460509221	0.622468803384	1.0
PWY-6724__PK__MetaCyc	starch degradation II	24	10	Tb927.1.3300,Tb927.11.11220,Tb927.11.2920,Tb927.11.3250,Tb927.2.4830,Tb927.3.2110,Tb927.7.5210,Tb927.7.920,Tb927.8.3250,Tb927.9.10640,	41.7	1.72	2.27	0.0438479192945	0.622468803384	1.0
PWY-5327__PK__MetaCyc	superpathway of L-lysine degradation	44	16	Tb927.10.12260,Tb927.10.5670,Tb927.10.7440,Tb927.10.9360,Tb927.11.10020,Tb927.11.12480,Tb927.11.2690,Tb927.3.1840,Tb927.3.3900,Tb927.6.3050,Tb927.8.2520,Tb927.8.2540,Tb927.8.3140,Tb927.9.11330,Tb927.9.5590,Tb927.9.7700,	36.4	1.5	1.82	0.0462996133529	0.622468803384	1.0
PWY-0__PK__MetaCyc	putrescine degradation III	4	3	Tb927.10.5670,Tb927.6.3050,Tb927.6.4210,	75.0	3.09	9.45	0.0463803027021	0.622468803384	1.0
PWY-8043__PK__MetaCyc	ophthalmate biosynthesis	4	3	Tb927.10.12370,Tb927.11.9550,Tb927.9.12300,	75.0	3.09	9.45	0.0463803027021	0.622468803384	1.0
PWY-8014__PK__MetaCyc	L-phenylalanine degradation VI (Stickland reaction)	4	3	Tb927.1.3950,Tb927.10.11970,Tb927.11.5090,	75.0	3.09	9.45	0.0463803027021	0.622468803384	1.0
GLUTDEG-PWY__PK__MetaCyc	L-glutamate degradation II	4	3	Tb927.1.3950,Tb927.10.11970,Tb927.11.5090,	75.0	3.09	9.45	0.0463803027021	0.622468803384	1.0
PWY-5864__PK__MetaCyc	superpathway of plastoquinol biosynthesis	4	3	Tb927.1.3950,Tb927.11.5090,Tb927.9.5890,	75.0	3.09	9.45	0.0463803027021	0.622468803384	1.0
ASPARAGINE-DEG1-PWY-1__PK__MetaCyc	L-asparagine degradation III (mammalian)	4	3	Tb927.1.3950,Tb927.10.11970,Tb927.11.5090,	75.0	3.09	9.45	0.0463803027021	0.622468803384	1.0
PWY-5996__PK__MetaCyc	oleate biosynthesis II (animals and fungi)	4	3	Tb927.2.3080,Tb927.3.4260,Tb927.6.3000,	75.0	3.09	9.45	0.0463803027021	0.622468803384	1.0
GLUTATHIONESYN-PWY__PK__MetaCyc	glutathione biosynthesis	4	3	Tb927.10.12370,Tb927.11.9550,Tb927.9.12300,	75.0	3.09	9.45	0.0463803027021	0.622468803384	1.0
PWY-7779__PK__MetaCyc	methyl <i>tert</i>-butyl ether degradation	4	3	Tb927.11.16480,Tb927.2.4130,Tb927.8.2540,	75.0	3.09	9.45	0.0463803027021	0.622468803384	1.0
PWY-7778__PK__MetaCyc	2-methylpropene degradation	4	3	Tb927.11.16480,Tb927.2.4130,Tb927.8.2540,	75.0	3.09	9.45	0.0463803027021	0.622468803384	1.0
ASPARTATE-DEG1-PWY__PK__MetaCyc	L-aspartate degradation I	4	3	Tb927.1.3950,Tb927.10.11970,Tb927.11.5090,	75.0	3.09	9.45	0.0463803027021	0.622468803384	1.0
PWY-6643__PK__MetaCyc	coenzyme M biosynthesis II	4	3	Tb927.1.3950,Tb927.10.11970,Tb927.11.5090,	75.0	3.09	9.45	0.0463803027021	0.622468803384	1.0
PWY-6642__PK__MetaCyc	(<i>R</i>)-cysteate degradation	4	3	Tb927.1.3950,Tb927.10.11970,Tb927.11.5090,	75.0	3.09	9.45	0.0463803027021	0.622468803384	1.0
ec00909__PK__KEGG	Sesquiterpenoid and triterpenoid biosynthesis	4	3	Tb927.11.3270,Tb927.11.6210,Tb927.8.7120,	75.0	3.09	9.45	0.0463803027021	0.622468803384	1.0
ec00750__PK__KEGG	Vitamin B6 metabolism	4	3	Tb927.6.2740,Tb927.7.4380,Tb927.7.4390,	75.0	3.09	9.45	0.0463803027021	0.622468803384	1.0
PWY-7216__PK__MetaCyc	(R)- and (S)-3-hydroxybutanoate biosynthesis (engineered)	4	3	Tb927.11.16480,Tb927.2.4130,Tb927.8.2540,	75.0	3.09	9.45	0.0463803027021	0.622468803384	1.0
ASPARTATESYN-PWY__PK__MetaCyc	L-aspartate biosynthesis	4	3	Tb927.1.3950,Tb927.10.11970,Tb927.11.5090,	75.0	3.09	9.45	0.0463803027021	0.622468803384	1.0
PWY-5177__PK__MetaCyc	glutaryl-CoA degradation	4	3	Tb927.11.16480,Tb927.2.4130,Tb927.8.2540,	75.0	3.09	9.45	0.0463803027021	0.622468803384	1.0
GLYCINE-SYN2-PWY__PK__MetaCyc	glycine biosynthesis II	12	6	Tb927.10.10390,Tb927.10.12260,Tb927.4.5040,Tb927.7.1910,Tb927.9.5590,Tb927.9.9840,	50.0	2.06	3.16	0.0467161791353	0.622468803384	1.0
PWY4FS-7__PK__MetaCyc	phosphatidylglycerol biosynthesis I (plastidic)	12	6	Tb927.10.3100,Tb927.10.7440,Tb927.4.3160,Tb927.7.220,Tb927.8.1720,Tb927.8.6640,	50.0	2.06	3.16	0.0467161791353	0.622468803384	1.0
GLYCLEAV-PWY__PK__MetaCyc	glycine cleavage	12	6	Tb927.10.10390,Tb927.10.12260,Tb927.4.5040,Tb927.7.1910,Tb927.9.5590,Tb927.9.9840,	50.0	2.06	3.16	0.0467161791353	0.622468803384	1.0
PWY-7035__PK__MetaCyc	(9<i>Z</i>)-tricosene biosynthesis	12	6	Tb927.3.1840,Tb927.5.1210,Tb927.6.3050,Tb927.7.4160,Tb927.7.4170,Tb927.7.4180,	50.0	2.06	3.16	0.0467161791353	0.622468803384	1.0
P281-PWY__PK__MetaCyc	3-phenylpropanoate degradation	12	6	Tb927.10.7740,Tb927.3.1840,Tb927.5.3700,Tb927.7.6450,Tb927.8.1440,Tb927.8.7570,	50.0	2.06	3.16	0.0467161791353	0.622468803384	1.0
PWY4FS-8__PK__MetaCyc	phosphatidylglycerol biosynthesis II (non-plastidic)	12	6	Tb927.10.3100,Tb927.10.7440,Tb927.4.3160,Tb927.7.220,Tb927.8.1720,Tb927.8.6640,	50.0	2.06	3.16	0.0467161791353	0.622468803384	1.0
PWY-7725__PK__MetaCyc	arachidonate biosynthesis V (8-detaturase, mammals)	12	6	Tb927.2.3080,Tb927.3.1840,Tb927.5.1210,Tb927.7.4160,Tb927.7.4170,Tb927.7.4180,	50.0	2.06	3.16	0.0467161791353	0.622468803384	1.0
PWY-6519__PK__MetaCyc	8-amino-7-oxononanoate biosynthesis I	12	6	Tb927.11.10020,Tb927.11.4380,Tb927.2.3910,Tb927.5.1210,Tb927.8.6410,Tb927.8.6420,	50.0	2.06	3.16	0.0467161791353	0.622468803384	1.0
FAO-PWY__PK__MetaCyc	fatty acid &beta;-oxidation I	12	6	Tb927.11.1540,Tb927.11.16480,Tb927.2.4130,Tb927.6.2010,Tb927.8.2540,Tb927.8.7530,	50.0	2.06	3.16	0.0467161791353	0.622468803384	1.0
ec00071__PK__KEGG	Fatty acid degradation	34	13	Tb927.11.16480,Tb927.11.4700,Tb927.11.6210,Tb927.2.4130,Tb927.2.5020,Tb927.3.3900,Tb927.6.3050,Tb927.6.4210,Tb927.8.2540,Tb927.8.7530,Tb927.8.8020,Tb927.9.11330,Tb927.9.4190,	38.2	1.58	1.97	0.0470015038118	0.622468803384	1.0
PWY-7770__PK__MetaCyc	indolmycin biosynthesis	18	8	Tb927.10.9750,Tb927.11.6810,Tb927.3.1840,Tb927.3.5640,Tb927.4.770,Tb927.7.6450,Tb927.8.7570,Tb927.9.5260,	44.4	1.83	2.53	0.0472641103738	0.622468803384	1.0
PWY-6594__PK__MetaCyc	superpathway of <i>Clostridium acetobutylicum</i> solventogenic fermentation	18	8	Tb927.11.10020,Tb927.11.16480,Tb927.11.2690,Tb927.11.4700,Tb927.2.4130,Tb927.8.2540,Tb927.9.11330,Tb927.9.5590,	44.4	1.83	2.53	0.0472641103738	0.622468803384	1.0
PWY-6720__PK__MetaCyc	toyocamycin biosynthesis	18	8	Tb927.1.3300,Tb927.11.2920,Tb927.2.4830,Tb927.3.2110,Tb927.6.1530,Tb927.7.2100,Tb927.7.5210,Tb927.9.10640,	44.4	1.83	2.53	0.0472641103738	0.622468803384	1.0
PWY-5022__PK__MetaCyc	4-aminobutanoate degradation V	18	8	Tb927.10.9770,Tb927.11.11220,Tb927.11.2690,Tb927.11.3250,Tb927.7.920,Tb927.8.3250,Tb927.9.11330,Tb927.9.5900,	44.4	1.83	2.53	0.0472641103738	0.622468803384	1.0
PWY-7863__PK__MetaCyc	roseoflavin biosynthesis	15	7	Tb927.1.3300,Tb927.11.2920,Tb927.2.4830,Tb927.3.2110,Tb927.7.5210,Tb927.9.10640,Tb927.9.12430,	46.7	1.93	2.77	0.0477980147968	0.622468803384	1.0
PWY-6368__PK__MetaCyc	3-phosphoinositide degradation	15	7	Tb927.1.3300,Tb927.10.4560,Tb927.11.2920,Tb927.2.4830,Tb927.3.2110,Tb927.7.5210,Tb927.9.10640,	46.7	1.93	2.77	0.0477980147968	0.622468803384	1.0
